POLYGON_ID,ADM0_ISO3,ADM0_NAME,ADM0_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME,ADM2_CODE,ADM3_NAME,ADM3_CODE,CST_NAME,CST_CODE,HEX05_CODE,HEX05_X,HEX05_Y,PRIO_CODE,PRIO_COL,PRIO_ROW,PRIO_X,PRIO_Y,GEOSET,GEOSET_YEAR,GEOSET_VERSION,GEOSET_UNIT,CENTROID_LONG,CENTROID_LAT,YEAR,GHS_VERSION,GHS_POP_COUNT,GHS_POP_KM2,GHS_POP_COUNT_LI,GHS_POP_KM2_LI,GHS_POP_COUNT_MR,GHS_POP_KM2_MR
EGY_GADM2018_ADM2_72A13651,EGY,Egypt,41,"Al Qahirah",72,"Hada'iq al-Qubbah",13651,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.2802974,30.08605957,1991,GHS_P2019,,,222324.24703192,65498.710718247,227312.85389328,66968.398896926
EGY_GADM2018_ADM2_72A5883,EGY,Egypt,41,"Al Qahirah",72,Bulaq,5883,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.23424671,30.06167334,1991,GHS_P2019,,,59650.045854984,26257.846888297,61013.161610127,26857.888083148
EGY_GADM2018_ADM2_72A3013,EGY,Egypt,41,"Al Qahirah",72,Badr,3013,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.69839002,30.14375037,1991,GHS_P2019,,,65858.271489977,140.7697804583,9062.8325396776,107.3946567824
EGY_GADM2018_ADM2_72A2905,EGY,Egypt,41,"Al Qahirah",72,"Bab ash-Sha'riyah",2905,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.2584204,30.05851237,1991,GHS_P2019,,,88986.388914093,100000,91066.882614136,100000
EGY_GADM2018_ADM2_72A2850,EGY,Egypt,41,"Al Qahirah",72,Az-Zaytun,2850,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.30005581,30.10284598,1991,GHS_P2019,,,377710.934317,45498.376866426,385584.8124392,46446.850001977
EGY_GADM2018_ADM2_72A2849,EGY,Egypt,41,"Al Qahirah",72,Az-Zahir,2849,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.26751629,30.06349467,1991,GHS_P2019,,,98145.459631538,45749.526467361,100276.22426987,46742.76113748
EGY_GADM2018_ADM2_72A2591,EGY,Egypt,41,"Al Qahirah",72,At-Tebin,2591,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.32308439,29.78248716,1991,GHS_P2019,,,70015.863505477,3241.9456253259,72515.032892011,3357.6647045963
EGY_GADM2018_ADM2_72A2484,EGY,Egypt,41,"Al Qahirah",72,Ash-Shruq,2484,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.53741424,30.13366953,1991,GHS_P2019,,,16913.345251298,109.4184784308,18922.433190605,122.4159867308
EGY_GADM2018_ADM2_72A2481,EGY,Egypt,41,"Al Qahirah",72,Ash-Sharabiyah,2481,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.26166608,30.07950019,1991,GHS_P2019,,,156257.61192098,45552.75776789,159698.56056976,46555.874981584
EGY_GADM2018_ADM2_72A2430,EGY,Egypt,41,"Al Qahirah",72,"As-Sayidah Zaynab",2430,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.24341622,30.03219404,1991,GHS_P2019,,,89699.049956594,28312.46150269,91956.088788986,29024.869550325
EGY_GADM2018_ADM2_72A2426,EGY,Egypt,41,"Al Qahirah",72,As-Salam,2426,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.40596676,30.15933367,1991,GHS_P2019,,,515510.61547583,14952.833127146,540904.79903329,15689.413476293
EGY_GADM2018_ADM2_72A2425,EGY,Egypt,41,"Al Qahirah",72,As-Sajil,2425,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.24720829,30.09319405,1991,GHS_P2019,,,272428.29317992,49499.965393693,278113.84888267,50533.025533067
EGY_GADM2018_ADM2_72A1731,EGY,Egypt,41,"Al Qahirah",72,"Ancient Cairo",1731,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.23814296,30.01206444,1991,GHS_P2019,,,166725.38520937,18168.238420669,171915.07284212,18733.764073053
EGY_GADM2018_ADM2_72A1684,EGY,Egypt,41,"Al Qahirah",72,An-Nuzhah,1684,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.39565915,30.11075157,1991,GHS_P2019,,,152908.49840999,2527.5079984945,157566.74791992,2604.5067462245
EGY_GADM2018_ADM2_72A1113,EGY,Egypt,41,"Al Qahirah",72,Al-Waili,1113,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.28662173,30.07219163,1991,GHS_P2019,,,75729.671359139,14517.969146877,77195.621376038,14799.003208337
EGY_GADM2018_ADM2_72A1102,EGY,Egypt,41,"Al Qahirah",72,Al-Muski,1102,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.2531475,30.05125316,1991,GHS_P2019,,,23375.887526197,32173.361721225,23904.22360611,32900.536156659
EGY_GADM2018_ADM2_72A1097,EGY,Egypt,41,"Al Qahirah",72,Al-Matariyah,1097,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.30671112,30.12486877,1991,GHS_P2019,,,197165.49189945,28756.436233298,330718.37303543,56768.078791381
EGY_GADM2018_ADM2_72A1096,EGY,Egypt,41,"Al Qahirah",72,Al-Marj,1096,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.34998931,30.15702444,1991,GHS_P2019,,,626615.44699712,27123.873014709,624658.27645459,27039.154315991
EGY_GADM2018_ADM2_72A1080,EGY,Egypt,41,"Al Qahirah",72,Al-Ma'adi,1080,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.36309391,29.96529133,1991,GHS_P2019,,,80478.534005248,3430.9672326807,80674.365608409,3439.3159410865
EGY_GADM2018_ADM2_72A1076,EGY,Egypt,41,"Al Qahirah",72,Al-Khalifa,1076,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.2979265,30.01051533,1991,GHS_P2019,,,266104.64311185,6692.8147785591,273836.46499633,6887.2783218008
EGY_GADM2018_ADM2_72A1072,EGY,Egypt,41,"Al Qahirah",72,Al-Jamaliyah,1072,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.26701771,30.05244938,1991,GHS_P2019,,,66570.363745805,13858.569440009,66846.20123291,27971.374349527
EGY_GADM2018_ADM2_72A1052,EGY,Egypt,41,"Al Qahirah",72,Al-Basatin,1052,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.28577981,29.9789547,1991,GHS_P2019,,,771917.2624044,23599.315508742,788980.44719842,24120.976962806
EGY_GADM2018_ADM2_72A1045,EGY,Egypt,41,"Al Qahirah",72,Al-Azbakiyah,1045,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.24688191,30.05904034,1991,GHS_P2019,,,34874.939045734,25958.665708463,35604.258872986,26501.524566633
EGY_GADM2018_ADM2_72A240,EGY,Egypt,41,"Al Qahirah",72,"Ad-Darb al-Ahmar",240,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.26073329,30.04164667,1991,GHS_P2019,,,61082.491648782,34266.54889235,62792.530128479,35225.860072901
EGY_GADM2018_ADM2_72A12,EGY,Egypt,41,"Al Qahirah",72,"15 Mayu",12,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.37428984,29.85851534,1991,GHS_P2019,,,72124.197740565,840.6149627594,72688.429902008,847.1911467797
EGY_GADM2018_ADM2_72A2,EGY,Egypt,41,"Al Qahirah",72,"'Ain Schams",2,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.3332062,30.12119146,1991,GHS_P2019,,,415801.17304062,63663.690615072,424024.04075337,64922.701267337
EGY_GADM2018_ADM2_72A1,EGY,Egypt,41,"Al Qahirah",72,'Abdin,1,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.2451027,30.04571716,1991,GHS_P2019,,,16073.196917171,10702.512155126,16411.769023895,10927.954057221
EGY_GADM2018_ADM2_70A38629,EGY,Egypt,41,"Al Minya",70,"Unorganized in Al Minya",38629,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.56230055,28.08068156,1991,GHS_P2019,,,116220.28965693,4.0354067259,97240.086839675,3.3763751656
EGY_GADM2018_ADM2_70A31408,EGY,Egypt,41,"Al Minya",70,Samalut,31408,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.64426052,28.27702397,1991,GHS_P2019,,,433271.82492786,940.8589548129,417534.4286387,906.6848650728
EGY_GADM2018_ADM2_70A25163,EGY,Egypt,41,"Al Minya",70,"New Minya City",25163,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.79343543,28.1133124,1991,GHS_P2019,,,38.0964315626,4.3205105222,11.4828414023,1.3022672996
EGY_GADM2018_ADM2_70A22279,EGY,Egypt,41,"Al Minya",70,Matay,22279,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.71827701,28.41865088,1991,GHS_P2019,,,175654.78365122,1087.7062257618,169423.23149969,1049.1186169793
EGY_GADM2018_ADM2_70A21604,EGY,Egypt,41,"Al Minya",70,"Mallawi City",21604,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.82041594,27.73260389,1991,GHS_P2019,,,14118.558998768,1052.8210649864,12239.102972735,912.6700130882
EGY_GADM2018_ADM2_70A21603,EGY,Egypt,41,"Al Minya",70,Mallawi,21603,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.7969376,27.78159707,1991,GHS_P2019,,,470517.10013731,1590.2176518563,451847.6616347,1527.1201137416
EGY_GADM2018_ADM2_70A21331,EGY,Egypt,41,"Al Minya",70,Maghaghah,21331,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.79382105,28.63621077,1991,GHS_P2019,,,315220.0212487,1381.9832281562,303248.56286651,1329.4981270018
EGY_GADM2018_ADM2_70A9431,EGY,Egypt,41,"Al Minya",70,"Dayr Mawas",9431,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.79033139,27.65080349,1991,GHS_P2019,,,247288.07962752,1181.0682994987,238267.13319533,1137.9835140174
EGY_GADM2018_ADM2_70A3480,EGY,Egypt,41,"Al Minya",70,"Bani Mazar",3480,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.75788956,28.51558406,1991,GHS_P2019,,,365310.67169078,1155.764044788,351229.21648161,1111.2133626178
EGY_GADM2018_ADM2_70A1099,EGY,Egypt,41,"Al Minya",70,"Al-Minya City",1099,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.74756679,28.09718216,1991,GHS_P2019,,,159444.19211215,7721.1209079566,153744.24327019,7445.099601715
EGY_GADM2018_ADM2_70A1098,EGY,Egypt,41,"Al Minya",70,Al-Minya,1098,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.69185384,28.10005614,1991,GHS_P2019,,,399155.45182867,1082.5791804128,381108.9806834,1033.6340041551
EGY_GADM2018_ADM2_70A1039,EGY,Egypt,41,"Al Minya",70,Al-'Idwah,1039,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.73575499,28.69856726,1991,GHS_P2019,,,166339.39619692,996.7320513998,161101.49744077,965.3457310628
EGY_GADM2018_ADM2_70A133,EGY,Egypt,41,"Al Minya",70,"Abu Qurqas",133,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.78366624,27.94282437,1991,GHS_P2019,,,358825.3682209,1232.2057362616,345607.92174454,1186.8170463553
EGY_GADM2018_ADM2_69A36056,EGY,Egypt,41,"Al Minufiyah",69,Tala,36056,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.92360663,30.68440049,1991,GHS_P2019,,,233486.26587865,1201.309082932,224691.93191581,1156.0613968277
EGY_GADM2018_ADM2_69A34354,EGY,Egypt,41,"Al Minufiyah",69,"Sirs al-Layyanah",34354,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.96726577,30.44702125,1991,GHS_P2019,,,40398.721036258,3639.5297788977,39370.63131392,3546.9089467561
EGY_GADM2018_ADM2_69A33751,EGY,Egypt,41,"Al Minufiyah",69,"Shibin al-Kawm",33751,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.00914091,30.56295319,1991,GHS_P2019,,,402664.71453723,2345.7642068878,389237.68251503,2267.543667603
EGY_GADM2018_ADM2_69A31089,EGY,Egypt,41,"Al Minufiyah",69,"Sadat City",31089,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.66487757,30.36652628,1991,GHS_P2019,,,101632.1926615,170.4653398584,94416.047813516,158.3618660239
EGY_GADM2018_ADM2_69A29838,EGY,Egypt,41,"Al Minufiyah",69,Quwaysina,29838,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.15307596,30.55570433,1991,GHS_P2019,,,312523.81558937,1497.2916460651,302187.16471597,1447.7690809647
EGY_GADM2018_ADM2_69A23137,EGY,Egypt,41,"Al Minufiyah",69,"Minuf City",23137,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.93305183,30.46880033,1991,GHS_P2019,,,65124.763758923,4569.3671969613,62879.07276666,4411.8021454787
EGY_GADM2018_ADM2_69A23136,EGY,Egypt,41,"Al Minufiyah",69,Minuf,23136,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.91210004,30.46269434,1991,GHS_P2019,,,263026.57229471,1297.9125490053,253354.244876,1250.1841578146
EGY_GADM2018_ADM2_69A4710,EGY,Egypt,41,"Al Minufiyah",69,"Birkat as-Sab'",4710,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.08514333,30.64287925,1991,GHS_P2019,,,180857.1792243,1551.9028208811,174611.7549042,1498.3119617069
EGY_GADM2018_ADM2_69A2498,EGY,Egypt,41,"Al Minufiyah",69,Ashmun,2498,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.9987562,30.30189641,1991,GHS_P2019,,,495001.81657401,1583.9906527703,479860.22990623,1535.5380391636
EGY_GADM2018_ADM2_69A2485,EGY,Egypt,41,"Al Minufiyah",69,Ash-Shuhada,2485,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.86393316,30.59931358,1991,GHS_P2019,,,202052.43914796,1218.6350674554,194908.72202535,1175.5493010307
EGY_GADM2018_ADM2_69A1048,EGY,Egypt,41,"Al Minufiyah",69,Al-Bajur,1048,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.05539156,30.42324574,1991,GHS_P2019,,,261022.35847507,1459.1977778217,252277.77206331,1410.3127660668
EGY_GADM2018_ADM2_66A38628,EGY,Egypt,41,"Al Jizah",66,"Unorganized in Al Jizah",38628,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.45299069,28.8168572,1991,GHS_P2019,,,191100.75653318,5.4400982201,128681.21207793,3.6631902703
EGY_GADM2018_ADM2_66A34403,EGY,Egypt,41,"Al Jizah",66,"Sixth of October 2 City",34403,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.90801564,29.93834579,1991,GHS_P2019,,,63741.635552952,1188.0275658011,66653.908384591,1242.3070076957
EGY_GADM2018_ADM2_66A34402,EGY,Egypt,41,"Al Jizah",66,"Sixth of October 1 City",34402,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.95964882,29.98578699,1991,GHS_P2019,,,11186.106067951,386.4974125738,7197.8547191946,248.6971076565
EGY_GADM2018_ADM2_66A33692,EGY,Egypt,41,"Al Jizah",66,"Sheikh Zayed",33692,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.97786204,30.04863188,1991,GHS_P2019,,,5451.9240926475,147.6365078629,203.1165976953,5.5003379838
EGY_GADM2018_ADM2_66A18199,EGY,Egypt,41,"Al Jizah",66,Kirdasah,18199,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.13250338,30.05065817,1991,GHS_P2019,,,551649.80820832,6744.8712773803,481238.03457895,5883.9657853801
EGY_GADM2018_ADM2_66A15228,EGY,Egypt,41,"Al Jizah",66,Imbabah,15228,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.98606904,30.2186797,1991,GHS_P2019,,,327013.27440247,1543.2163006431,296779.16208781,1400.5377655122
EGY_GADM2018_ADM2_66A12676,EGY,Egypt,41,"Al Jizah",66,Giza,12676,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.21048074,29.95388777,1991,GHS_P2019,,,365719.02630203,4674.4777375367,325394.03311591,4159.0594263232
EGY_GADM2018_ADM2_66A5884,EGY,Egypt,41,"Al Jizah",66,"Bulaq al-Dakrur",5884,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.19245864,30.02358771,1991,GHS_P2019,,,211848.63582388,36231.90480322,183934.67853737,31457.855448811
EGY_GADM2018_ADM2_66A2629,EGY,Egypt,41,"Al Jizah",66,Atfih,2629,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.24700914,29.37623484,1991,GHS_P2019,,,245950.0313631,1828.7581178924,252352.38080365,1876.3627002064
EGY_GADM2018_ADM2_66A2423,EGY,Egypt,41,"Al Jizah",66,As-Saff,2423,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.29852804,29.63150168,1991,GHS_P2019,,,262135.87922809,2059.1944167296,266443.56360656,2093.0332015847
EGY_GADM2018_ADM2_66A1115,EGY,Egypt,41,"Al Jizah",66,Al-Warraq,1115,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.16668293,30.11494103,1991,GHS_P2019,,,873940.50221699,9204.6651193356,760888.0936534,8013.9552722353
EGY_GADM2018_ADM2_66A1111,EGY,Egypt,41,"Al Jizah",66,"Al-Wahat al-Bahariyah",1111,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,28.82782311,28.44966162,1991,GHS_P2019,,,2.423E-7,7.0E-9,0,0
EGY_GADM2018_ADM2_66A1069,EGY,Egypt,41,"Al Jizah",66,Al-Hawamidiyah,1069,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.26162767,29.90742424,1991,GHS_P2019,,,82468.09990933,5230.140101558,72184.759151488,4577.968984076
EGY_GADM2018_ADM2_66A1047,EGY,Egypt,41,"Al Jizah",66,Al-Badrashayn,1047,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.25220698,29.81880693,1991,GHS_P2019,,,262462.25014966,2161.08101544,231210.54104093,1903.7583901245
EGY_GADM2018_ADM2_66A1043,EGY,Egypt,41,"Al Jizah",66,Al-Ahram,1043,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.14956641,29.98641076,1991,GHS_P2019,,,260295.99533582,14565.037366633,229993.48698204,12869.440145061
EGY_GADM2018_ADM2_66A1041,EGY,Egypt,41,"Al Jizah",66,Al-'Umraniyah,1041,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.19065827,29.99570263,1991,GHS_P2019,,,345466.98896288,31445.427565419,301944.88755798,27483.917114542
EGY_GADM2018_ADM2_66A1038,EGY,Egypt,41,"Al Jizah",66,Al-'Ayyat,1038,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.24404192,29.58402332,1991,GHS_P2019,,,226865.0053314,1352.9694447289,209762.41173884,1250.9736057287
EGY_GADM2018_ADM2_66A1030,EGY,Egypt,41,"Al Jizah",66,Al-'Ajuzah,1030,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.20510354,30.05755089,1991,GHS_P2019,,,86010.799539762,14228.84773924,75078.180997848,12420.254336344
EGY_GADM2018_ADM2_66A244,EGY,Egypt,41,"Al Jizah",66,Ad-Duqi,244,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.21146904,30.03897607,1991,GHS_P2019,,,82310.016129305,17130.681768143,72375.690059662,15063.111058217
EGY_GADM2018_ADM2_63A15602,EGY,Egypt,41,"Al Isma`iliyah",63,"Ismailia 3",15602,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.29133223,30.6119213,1991,GHS_P2019,,,27331.665672788,5619.8876449013,21649.148144651,4451.4586720007
EGY_GADM2018_ADM2_63A15601,EGY,Egypt,41,"Al Isma`iliyah",63,"Ismailia 2",15601,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.2815587,30.62338616,1991,GHS_P2019,,,93369.962360163,4647.3342854935,87178.326947212,4339.1559505118
EGY_GADM2018_ADM2_63A15600,EGY,Egypt,41,"Al Isma`iliyah",63,"Ismailia 1",15600,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.28984514,30.59868872,1991,GHS_P2019,,,95833.478562514,4680.1216458401,101587.84433033,4961.1417256251
EGY_GADM2018_ADM2_63A15599,EGY,Egypt,41,"Al Isma`iliyah",63,Ismailia,15599,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.18531974,30.41611873,1991,GHS_P2019,,,180930.67501683,210.56252166,172624.6423445,200.8961718976
EGY_GADM2018_ADM2_63A11392,EGY,Egypt,41,"Al Isma`iliyah",63,Fa'id,11392,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.35455292,30.33924191,1991,GHS_P2019,,,85966.887960653,361.0343148902,82505.550931393,346.4977709681
EGY_GADM2018_ADM2_63A2590,EGY,Egypt,41,"Al Isma`iliyah",63,"At-Tall al-Kabir",2590,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.93307115,30.42428386,1991,GHS_P2019,,,113884.64102371,142.2407821808,109462.75463753,136.7178901259
EGY_GADM2018_ADM2_63A1106,EGY,Egypt,41,"Al Isma`iliyah",63,"Al-Qantarah ash-Sharqiyah",1106,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.57523277,30.57165429,1991,GHS_P2019,,,35831.104115409,11.0956616734,34598.621563657,10.714004175
EGY_GADM2018_ADM2_63A1105,EGY,Egypt,41,"Al Isma`iliyah",63,Al-Qantarah,1105,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,32.24351151,30.74473791,1991,GHS_P2019,,,96095.925234569,188.4101417434,88535.166801258,173.5861669978
EGY_GADM2018_ADM2_62A38627,EGY,Egypt,41,"Al Iskandariyah",62,"Unorganized in Al Iskandariyah",38627,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.74599983,30.60995409,1991,GHS_P2019,,,192.3353318911,0.2373752606,56.2852364033,0.0694657745
EGY_GADM2018_ADM2_62A34068,EGY,Egypt,41,"Al Iskandariyah",62,"Sidi Jabir",34068,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.94727018,31.21915387,1991,GHS_P2019,,,110464.95427811,20092.549972118,109134.51838875,19850.55603143
EGY_GADM2018_ADM2_62A29027,EGY,Egypt,41,"Al Iskandariyah",62,"Port Alexandria Police Department",29027,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.86478285,31.17930391,1991,GHS_P2019,,,8843.645560304,1742.6691703356,8839.1694374085,1741.7871357279
EGY_GADM2018_ADM2_62A29026,EGY,Egypt,41,"Al Iskandariyah",62,"Port al-Basal",29026,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.87594719,31.16783568,1991,GHS_P2019,,,190850.48083564,19859.005388229,189225.6360302,19689.931663058
EGY_GADM2018_ADM2_62A25149,EGY,Egypt,41,"Al Iskandariyah",62,"New Burj al-'Arab City",25149,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.6229437,30.89576082,1991,GHS_P2019,,,31794.289306665,275.9908911121,31024.989109531,269.3129671314
EGY_GADM2018_ADM2_62A24002,EGY,Egypt,41,"Al Iskandariyah",62,"Muharam Bik",24002,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.93478406,31.1868034,1991,GHS_P2019,,,267055.43786251,24383.113000945,259854.6817731,23725.658313537
EGY_GADM2018_ADM2_62A17377,EGY,Egypt,41,"Al Iskandariyah",62,Karmuz,17377,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.90271269,31.17925691,1991,GHS_P2019,,,94924.325791936,33543.191449157,93006.038917542,32865.330812853
EGY_GADM2018_ADM2_62A6004,EGY,Egypt,41,"Al Iskandariyah",62,"Burj al-'Arab",6004,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.54581316,30.86840076,1991,GHS_P2019,,,43901.471348864,98.3974912223,42912.709750599,96.1813545332
EGY_GADM2018_ADM2_62A2908,EGY,Egypt,41,"Al Iskandariyah",62,"Bab Sharqi",2908,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.92846292,31.20617024,1991,GHS_P2019,,,124062.1086761,16632.478021397,123383.73503113,16541.531358774
EGY_GADM2018_ADM2_62A2051,EGY,Egypt,41,"Al Iskandariyah",62,"Ar-Raml 2",2051,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.98653987,31.20328916,1991,GHS_P2019,,,259160.26965735,10146.534999288,243850.04449297,9547.1154367233
EGY_GADM2018_ADM2_62A2050,EGY,Egypt,41,"Al Iskandariyah",62,"Ar-Raml 1",2050,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.97213724,31.23596585,1991,GHS_P2019,,,232341.21630222,34428.536078263,235063.63986588,34831.947316999
EGY_GADM2018_ADM2_62A1101,EGY,Egypt,41,"Al Iskandariyah",62,Al-Muntazah,1101,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.03463629,31.25207037,1991,GHS_P2019,,,803050.99389996,11596.037853284,765184.53322075,11049.247033324
EGY_GADM2018_ADM2_62A1090,EGY,Egypt,41,"Al Iskandariyah",62,Al-Manshiyah,1090,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.89223855,31.19856581,1991,GHS_P2019,,,52381.440767161,100000,50992.179611206,100000
EGY_GADM2018_ADM2_62A1079,EGY,Egypt,41,"Al Iskandariyah",62,Al-Laban,1079,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.891897,31.19113145,1991,GHS_P2019,,,80737.705538277,77733.0654781,79103.875328064,76160.03798295
EGY_GADM2018_ADM2_62A1074,EGY,Egypt,41,"Al Iskandariyah",62,Al-Jumruk,1074,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.87549028,31.19717367,1991,GHS_P2019,,,43117.778305428,12105.427903036,42192.620285034,11845.687393335
EGY_GADM2018_ADM2_62A1037,EGY,Egypt,41,"Al Iskandariyah",62,Al-'Atarin,1037,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.904029,31.19751259,1991,GHS_P2019,,,62128.58253932,29399.354676664,61202.189744949,28960.983974986
EGY_GADM2018_ADM2_62A1031,EGY,Egypt,41,"Al Iskandariyah",62,Al-'Amriyah,1031,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.80636951,30.94529815,1991,GHS_P2019,,,438326.36812457,449.0828722912,424461.98256413,434.8782554902
EGY_GADM2018_ADM2_62A243,EGY,Egypt,41,"Al Iskandariyah",62,Ad-Dukhaylah,243,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,29.80108512,31.11800138,1991,GHS_P2019,,,247135.29232214,5339.1061877768,242105.43403582,5230.4412243424
EGY_GADM2018_ADM2_59A41352,EGY,Egypt,41,"Al Gharbiyah",59,Zifta,41352,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,31.21132439,30.71901842,1991,GHS_P2019,,,360527.27421071,1696.3930318668,352651.82929607,1659.3366124665
EGY_GADM2018_ADM2_59A36303,EGY,Egypt,41,"Al Gharbiyah",59,"Tanta 2",36303,,,,,,,,,,,,,GADM,2018,GADM_v36,ADM2,30.98576547,30.7815266,1991,GHS_P2019,,,57137.228581278,11640.655694127,55958.229796573,11400.456453483
